idSeguro;idSubProduto;DataQuitacao
12737232;179;7/3/2020
13066062;179;27/6/2020
12899211;179;27/5/2020
12758098;179;27/5/2020
12839564;179;27/2/2020
12811512;179;12/4/2020
13086574;179;27/6/2020
13124396;179;22/6/2020
12862854;179;22/5/2020
12854696;179;7/4/2020
12929177;179;17/4/2020
13042370;179;7/6/2020
12951496;179;27/5/2020
12870698;179;7/4/2020
13077474;179;7/6/2020
12823011;179;12/3/2020
12839013;179;2/3/2020
12764532;179;27/6/2020
12973097;179;27/4/2020
12926511;179;27/4/2020
12703935;179;2/3/2020
12946952;179;7/4/2020
13100580;179;27/6/2020
12748447;179;27/2/2020
12444467;179;27/2/2020
12897333;179;12/4/2020
12768371;179;2/5/2020
12845128;179;7/6/2020
12979430;179;27/6/2020
13017043;179;27/5/2020
12884311;179;12/5/2020
13110657;179;12/5/2020
12890194;179;27/4/2020
12689728;179;22/2/2020
12761232;179;27/4/2020
12765154;179;27/2/2020
12862386;179;22/6/2020
12908661;179;2/6/2020
12700552;179;22/5/2020
13048970;179;2/4/2020
12859720;179;2/3/2020
12994413;179;27/5/2020
13138692;179;27/6/2020
12865603;179;7/4/2020
12752920;179;12/3/2020
13020811;179;27/5/2020
12754881;179;22/2/2020
12439994;179;7/4/2020
12942312;179;2/5/2020
12961147;179;2/6/2020
12714796;179;7/4/2020
13117091;179;27/5/2020
12929260;179;27/5/2020
12900550;179;7/4/2020
12771588;179;7/5/2020
12940434;179;27/4/2020
12856035;179;2/4/2020
13052655;179;7/5/2020
12888316;179;7/3/2020
12840891;179;27/6/2020
12443294;179;2/4/2020
12904318;179;2/6/2020
13001232;179;22/5/2020
12712668;179;27/2/2020
13103714;179;27/5/2020
12447216;179;27/2/2020
12700635;179;2/3/2020
12444550;179;27/2/2020
12958564;179;27/5/2020
12770249;179;2/6/2020
12887060;179;27/3/2020
12895218;179;27/4/2020
12924716;179;27/4/2020
12901101;179;27/4/2020
12763898;179;27/2/2020
12699379;179;7/5/2020
12697418;179;27/3/2020
12896711;179;17/5/2020
13108779;179;22/6/2020
12931067;179;7/6/2020
12933028;179;27/4/2020
13096308;179;22/6/2020
12792411;179;27/5/2020
12811346;179;7/4/2020
12918282;179;27/4/2020
12808413;179;27/4/2020
12920243;179;22/2/2020
12733932;179;2/3/2020
12737854;179;22/3/2020
13010609;179;27/5/2020
13035427;179;2/6/2020
12912399;179;27/3/2020
12918365;179;7/3/2020
12930445;179;27/3/2020
12881260;179;7/3/2020
12887143;179;2/5/2020
12446955;179;27/3/2020
12912482;179;2/5/2020
12961313;179;27/4/2020
12818923;179;2/4/2020
12899928;179;2/4/2020
12838847;179;2/5/2020
12773383;179;27/5/2020
13069327;179;27/5/2020
12989164;179;27/6/2020
12917660;179;27/3/2020
13014543;179;2/6/2020
12869454;179;7/3/2020
12808330;179;12/4/2020
13117269;179;2/6/2020
12767032;179;27/4/2020
12807625;179;7/4/2020
12977635;179;27/4/2020
13100663;179;27/6/2020
13054077;179;2/4/2020
12971853;179;2/6/2020
13025367;179;7/6/2020
12721064;179;22/3/2020
12850786;179;2/5/2020
12931150;179;2/6/2020
12747813;179;22/3/2020
12933111;179;7/4/2020
12999520;179;22/3/2020
12856669;179;12/3/2020
12778431;179;2/5/2020
13017126;179;27/6/2020
12857925;179;17/4/2020
12838308;179;7/3/2020
12875592;179;7/3/2020
12699308;179;12/3/2020
12888938;179;7/3/2020
12969459;179;17/5/2020
12887682;179;27/4/2020
12910539;179;27/6/2020
12930433;179;27/3/2020
12879838;179;7/3/2020
13063550;179;22/5/2020
12952201;179;7/6/2020
13000059;179;27/4/2020
12930516;179;2/4/2020
12975692;179;7/5/2020
12906149;179;22/5/2020
12916789;179;2/4/2020
12766410;179;27/3/2020
13051482;179;7/6/2020
12717225;179;2/3/2020
13134219;179;2/5/2020
12742327;179;7/3/2020
13015082;179;22/5/2020
13140426;179;27/6/2020
12812655;179;12/6/2020
13146309;179;27/6/2020
12987274;179;27/4/2020
12785906;179;27/3/2020
12860425;179;7/5/2020
12836501;179;2/6/2020
12766961;179;27/6/2020
12713290;179;27/3/2020
12782138;179;27/2/2020
12772844;179;27/2/2020
12794218;179;22/4/2020
12798140;179;7/6/2020
12827401;179;27/4/2020
12971219;179;22/5/2020
12867564;179;2/6/2020
12825440;179;2/3/2020
12987825;179;17/6/2020
13064267;179;27/4/2020
12965069;179;22/5/2020
13121013;179;2/6/2020
13078191;179;27/5/2020
12818301;179;2/4/2020
13019555;179;7/6/2020
12707774;179;22/2/2020
12753542;179;17/4/2020
12876931;179;27/5/2020
13027316;179;27/5/2020
12759425;179;27/5/2020
12935540;179;27/3/2020
13128152;179;27/6/2020
12771505;179;27/4/2020
12785823;179;2/5/2020
12913655;179;22/4/2020
13076935;179;27/6/2020
12919538;179;27/3/2020
12817750;179;27/5/2020
12780882;179;27/3/2020
12916872;179;27/4/2020
12729459;179;27/3/2020
13109484;179;22/6/2020
12800806;179;27/3/2020
12695457;179;12/4/2020
12989703;179;7/5/2020
12820416;179;2/3/2020
12830535;179;2/6/2020
13036683;179;2/6/2020
12860508;179;7/4/2020
12781350;179;27/6/2020
13128703;179;22/6/2020
13005658;179;27/5/2020
12730010;179;22/3/2020
12889572;179;27/4/2020
13095052;179;27/6/2020
12990959;179;2/5/2020
12987908;179;22/6/2020
13059255;179;27/4/2020
13061216;179;2/5/2020
12774639;179;27/3/2020
12908039;179;27/5/2020
12802684;179;27/6/2020
12862315;179;7/5/2020
12718552;179;17/4/2020
12759342;179;7/6/2020
12697957;179;12/6/2020
12800018;179;27/3/2020
12832650;179;2/4/2020
12887694;179;17/6/2020
12744626;179;2/6/2020
13073717;179;2/5/2020
12992381;179;27/5/2020
12777809;179;27/3/2020
12855413;179;2/5/2020
12876309;179;2/4/2020
13079767;179;7/5/2020
12767737;179;2/4/2020
12886438;179;7/4/2020
13038105;179;27/6/2020
12975775;179;2/5/2020
13004414;179;27/5/2020
12900479;179;27/4/2020
12693484;179;7/3/2020
12441777;179;27/2/2020
12761854;179;27/3/2020
12765693;179;27/4/2020
13062389;179;2/5/2020
13009282;179;27/6/2020
12767654;179;27/3/2020
13084708;179;27/6/2020
12900011;179;12/5/2020
12951591;179;27/3/2020
12974448;179;12/6/2020
13071205;179;7/4/2020
13092552;179;27/5/2020
13042465;179;27/5/2020
13039983;179;2/6/2020
12732510;179;22/4/2020
12703923;179;2/6/2020
12439899;179;27/5/2020
12716508;179;7/4/2020
13023323;179;2/6/2020
13090591;179;27/6/2020
12938088;179;2/6/2020
13038022;179;2/6/2020
12929272;179;22/5/2020
12952296;179;27/3/2020
12930528;179;27/3/2020
12865064;179;2/5/2020
12746504;179;27/3/2020
13034805;179;2/4/2020
13049604;179;2/6/2020
13133775;179;22/5/2020
13114840;179;27/6/2020
12862398;179;27/3/2020
12735022;179;17/5/2020
12959198;179;7/6/2020
13055955;179;12/6/2020
12752203;179;7/4/2020
12868281;179;27/2/2020
12774088;179;27/4/2020
13146416;179;7/6/2020
12740905;179;27/4/2020
12886521;179;7/6/2020
12894679;179;2/5/2020
12756125;179;2/5/2020
12902523;179;27/5/2020
13105053;179;2/6/2020
13016421;179;27/5/2020
13055250;179;22/4/2020
13037317;179;2/6/2020
12744122;179;7/3/2020
12706352;179;12/4/2020
12823467;179;12/5/2020
12897345;179;27/6/2020
13012499;179;2/5/2020
12881343;179;27/6/2020
12849613;179;2/5/2020
13034384;179;27/5/2020
12963825;179;7/6/2020
13077018;179;27/5/2020
12726159;179;7/4/2020
12973275;179;7/4/2020
12699284;179;17/6/2020
12811885;179;2/6/2020
12896877;179;2/4/2020
12920255;179;27/3/2020
12991759;179;22/6/2020
13038739;179;22/3/2020
12852830;179;7/5/2020
13063106;179;27/4/2020
12995681;179;7/5/2020
12877648;179;7/5/2020
12936257;179;22/5/2020
12868832;179;7/4/2020
13035522;179;7/4/2020
13069256;179;27/5/2020
12856047;179;12/5/2020
13066323;179;7/5/2020
12903779;179;12/6/2020
12445865;179;27/3/2020
12978974;179;7/4/2020
12755337;179;22/2/2020
13012511;179;2/6/2020
13129420;179;22/5/2020
12891545;179;7/3/2020
13026238;179;27/4/2020
12722154;179;7/3/2020
12897428;179;27/5/2020
12813816;179;22/3/2020
12919704;179;2/4/2020
12917743;179;12/4/2020
12986113;179;7/6/2020
12948925;179;7/6/2020
12752120;179;2/3/2020
12834445;179;12/4/2020
12729293;179;2/4/2020
12939895;179;12/6/2020
13008265;179;27/5/2020
12807696;179;27/3/2020
12933040;179;2/4/2020
12443750;179;7/3/2020
12449633;179;27/2/2020
13066240;179;2/6/2020
13117891;179;27/6/2020
12931162;179;22/6/2020
12782043;179;27/4/2020
12810078;179;27/2/2020
13006926;179;27/6/2020
12880721;179;22/6/2020
12956147;179;27/5/2020
12920338;179;2/4/2020
12894762;179;22/6/2020
13013838;179;27/3/2020
12866954;179;2/6/2020
12717835;179;27/5/2020
13088008;179;22/6/2020
12926689;179;27/3/2020
12947047;179;2/5/2020
12789650;179;7/4/2020
12715169;179;2/3/2020
13070583;179;2/6/2020
12816950;179;27/4/2020
13084791;179;27/4/2020
13127542;179;27/6/2020
12831696;179;27/5/2020
12837579;179;22/3/2020
12959832;179;2/6/2020
12696618;179;27/4/2020
12815694;179;2/4/2020
12927945;179;27/6/2020
12878843;179;27/6/2020
12955328;179;2/6/2020
12988962;179;7/4/2020
12963172;179;27/3/2020
12733303;179;27/5/2020
12801630;179;27/3/2020
12782962;179;27/6/2020
12722479;179;12/3/2020
12863369;179;27/6/2020
12797003;179;2/5/2020
13107262;179;7/6/2020
12802886;179;12/6/2020
12968113;179;17/5/2020
13115106;179;7/6/2020
12986296;179;2/3/2020
12781001;179;2/3/2020
12995396;179;27/5/2020
12757369;179;27/5/2020
12801079;179;2/4/2020
12838949;179;27/4/2020
13043011;179;2/5/2020
12773371;179;27/5/2020
12950855;179;7/6/2020
12931233;179;27/2/2020
12736432;179;12/4/2020
12989081;179;2/6/2020
12717764;179;7/4/2020
12842639;179;22/6/2020
12723647;179;17/3/2020
12799230;179;7/4/2020
13013909;179;2/6/2020
12807074;179;2/5/2020
13091296;179;22/6/2020
12783228;179;22/3/2020
12998181;179;27/5/2020
12875136;179;27/2/2020
12742866;179;17/6/2020
12848357;179;7/4/2020
13107014;179;27/5/2020
13017677;179;27/3/2020
13130137;179;27/6/2020
12702430;179;12/5/2020
13057211;179;2/6/2020
12986652;179;2/6/2020
13030462;179;7/4/2020
12879382;179;7/4/2020
12970680;179;27/4/2020
12922133;179;12/6/2020
12863654;179;22/5/2020
12853535;179;27/4/2020
12929977;179;27/6/2020
12766949;179;27/3/2020
12725525;179;7/6/2020
13055262;179;27/6/2020
12905035;179;22/4/2020
12806991;179;2/3/2020
12756747;179;2/4/2020
12870793;179;27/4/2020
13015882;179;27/4/2020
13087386;179;12/6/2020
12758708;179;7/3/2020
12697323;179;12/3/2020
12872754;179;12/6/2020
13092013;179;27/5/2020
12885816;179;17/4/2020
12728742;179;27/2/2020
12996937;179;27/6/2020
13030628;179;7/4/2020
13084169;179;2/6/2020
13080952;179;27/6/2020
12444372;179;7/5/2020
13105770;179;2/6/2020
12448294;179;7/3/2020
12790438;179;27/5/2020
12845223;179;27/3/2020
12754081;179;27/5/2020
13102553;179;2/6/2020
13015177;179;2/6/2020
13038034;179;2/6/2020
12794123;179;27/3/2020
12808822;179;27/3/2020
12800006;179;27/6/2020
13013133;179;7/5/2020
12961325;179;27/3/2020
12753998;179;12/3/2020
13101297;179;27/6/2020
12876475;179;7/5/2020
12939273;179;2/6/2020
12873809;179;27/2/2020
12706974;179;7/4/2020
12936340;179;7/5/2020
13087303;179;2/5/2020
12824089;179;22/6/2020
12777092;179;27/3/2020
13055884;179;7/5/2020
12445160;179;2/3/2020
12987286;179;2/6/2020
13134397;179;27/6/2020
12442494;179;7/4/2020
12749057;179;27/4/2020
13048982;179;27/6/2020
13105687;179;27/6/2020
12905118;179;7/3/2020
12700540;179;2/4/2020
13018311;179;2/5/2020
13022233;179;7/6/2020
12745165;179;2/4/2020
12806908;179;27/3/2020
12768981;179;27/2/2020
12953635;179;2/5/2020
13113850;179;27/6/2020
12924557;179;2/5/2020
12748974;179;27/3/2020
12890923;179;22/5/2020
12763015;179;12/3/2020
12713309;179;27/5/2020
13080216;179;7/5/2020
12988257;179;17/5/2020
13153484;179;27/6/2020
12724440;179;27/4/2020
12740442;179;27/5/2020
12936086;179;7/6/2020
12696098;179;27/2/2020
13100561;179;27/5/2020
12791274;179;22/2/2020
12690215;179;27/3/2020
12443389;179;27/3/2020
12993435;179;7/6/2020
12721774;179;12/3/2020
12908134;179;12/6/2020
12887238;179;27/6/2020
12821691;179;27/6/2020
13044267;179;7/6/2020
12900023;179;27/4/2020
12766232;179;12/5/2020
12978689;179;27/6/2020
12794491;179;27/3/2020
12723030;179;27/3/2020
12442684;179;27/2/2020
13101266;179;7/6/2020
12959718;179;7/6/2020
12800374;179;27/3/2020
12752108;179;22/4/2020
12855057;179;7/6/2020
12940358;179;12/6/2020
12757991;179;7/3/2020
12966235;179;12/4/2020
12773993;179;2/4/2020
12699398;179;2/5/2020
13104951;179;12/6/2020
13025533;179;27/5/2020
12449906;179;27/2/2020
13053835;179;7/6/2020
12968901;179;7/4/2020
12963723;179;7/4/2020
12930991;179;2/6/2020
12932952;179;27/3/2020
12925108;179;27/5/2020
12800291;179;12/5/2020
12758542;179;12/4/2020
12445433;179;27/2/2020
13031967;179;2/4/2020
12781623;179;27/3/2020
12689747;179;12/3/2020
12914284;179;27/4/2020
12918206;179;27/4/2020
12818942;179;7/5/2020
12803508;179;2/3/2020
12439550;179;7/3/2020
12848706;179;22/6/2020
12873524;179;2/3/2020
12445516;179;22/4/2020
12821608;179;7/5/2020
12795818;179;27/2/2020
13084067;179;7/5/2020
12990852;179;17/4/2020
12994774;179;22/4/2020
12963101;179;7/4/2020
12909473;179;27/4/2020
12730708;179;27/6/2020
13060435;179;27/3/2020
12757908;179;7/3/2020
12931625;179;2/6/2020
12906256;179;17/5/2020
12793152;179;27/2/2020
13026250;179;27/4/2020
13036873;179;27/6/2020
12985206;179;27/5/2020
12858357;179;7/5/2020
13001208;179;22/4/2020
12841953;179;2/3/2020
13048823;179;27/5/2020
12979323;179;2/5/2020
12790640;179;27/4/2020
13030723;179;27/4/2020
12745958;179;2/3/2020
12829920;179;7/4/2020
12864791;179;27/5/2020
12770142;179;27/2/2020
12997908;179;22/4/2020
12891640;179;27/5/2020
12750218;179;2/4/2020
12802169;179;7/6/2020
12823486;179;27/6/2020
13057686;179;27/6/2020
12862125;179;27/5/2020
12713226;179;27/3/2020
12719801;179;27/3/2020
12878304;179;27/4/2020
12918840;179;27/3/2020
13132234;179;27/6/2020
13123418;179;22/6/2020
13086650;179;27/6/2020
12726940;179;12/6/2020
12779509;179;22/3/2020
12770693;179;27/3/2020
13038751;179;7/5/2020
13120752;179;2/6/2020
12878855;179;12/4/2020
13055174;179;7/6/2020
12909556;179;22/5/2020
12859696;179;2/6/2020
12706910;179;2/5/2020
12739642;179;17/3/2020
12773276;179;27/2/2020
13009472;179;2/6/2020
12849891;179;7/3/2020
12916257;179;7/3/2020
12827876;179;27/5/2020
13036956;179;22/6/2020
12764176;179;7/3/2020
12693574;179;27/3/2020
12985840;179;27/6/2020
13074582;179;22/6/2020
13149106;179;22/6/2020
12923396;179;22/4/2020
12805303;179;7/6/2020
12958557;179;27/3/2020
12931708;179;2/4/2020
12892979;179;2/3/2020
12860247;179;12/5/2020
12702437;179;7/3/2020
12964440;179;2/6/2020
12706359;179;22/3/2020
12729369;179;22/3/2020
13012689;179;27/4/2020
12733291;179;27/5/2020
12934925;179;2/5/2020
12865425;179;12/4/2020
12869347;179;27/3/2020
12961223;179;2/4/2020
12451067;179;27/2/2020
12908229;179;27/2/2020
12979874;179;27/6/2020
13018489;179;7/5/2020
12822852;179;2/5/2020
12728735;179;27/6/2020
13097640;179;7/6/2020
12869898;179;12/4/2020
13119674;179;7/6/2020
12808437;179;2/6/2020
12864015;179;27/4/2020
12759152;179;7/3/2020
12853896;179;27/3/2020
12798786;179;7/5/2020
13014804;179;12/6/2020
13096384;179;27/6/2020
12804669;179;17/5/2020
12768803;179;27/3/2020
12889845;179;27/4/2020
12441967;179;27/2/2020
12829203;179;27/2/2020
12807886;179;27/4/2020
12786001;179;27/2/2020
12775705;179;2/6/2020
12968208;179;27/2/2020
13019206;179;22/4/2020
12925991;179;2/4/2020
12817064;179;2/4/2020
13102522;179;27/6/2020
12879394;179;27/4/2020
12885277;179;2/5/2020
12869803;179;27/6/2020
12906878;179;22/4/2020
12967562;179;27/6/2020
12764271;179;7/3/2020
12772115;179;7/3/2020
13062230;179;2/6/2020
12935381;179;27/4/2020
13090489;179;27/4/2020
12816513;179;2/4/2020
12883867;179;2/6/2020
12756030;179;27/2/2020
13073475;179;27/4/2020
12791979;179;7/3/2020
12442062;179;22/2/2020
12750852;179;22/2/2020
12888494;179;7/6/2020
12768815;179;2/3/2020
12874229;179;2/4/2020
12788211;179;27/3/2020
12951643;179;2/5/2020
13134124;179;27/6/2020
12958545;179;12/6/2020
12693669;179;2/3/2020
12712604;179;7/3/2020
12905047;179;2/5/2020
12869886;179;27/4/2020
12759164;179;27/3/2020
12696720;179;22/3/2020
13086028;179;27/6/2020
12698681;179;27/3/2020
12880733;179;2/5/2020
13059179;179;2/6/2020
12704564;179;12/3/2020
12864003;179;27/6/2020
12913662;179;22/3/2020
12753986;179;7/3/2020
12851218;179;7/3/2020
12778804;179;7/3/2020
13084772;179;27/5/2020
12857101;179;22/4/2020
12879477;179;27/2/2020
12942402;179;27/5/2020
12771949;179;27/4/2020
12869181;179;22/4/2020
12709505;179;12/3/2020
13097557;179;22/6/2020
13006102;179;27/5/2020
12813213;179;7/4/2020
12925896;179;27/4/2020
13031979;179;2/6/2020
12843914;179;22/3/2020
12702366;179;2/3/2020
13071680;179;12/6/2020
12778336;179;27/6/2020
13082260;179;22/6/2020
12883950;179;27/3/2020
12889833;179;27/5/2020
12741064;179;7/3/2020
12760420;179;12/3/2020
13042389;179;12/5/2020
12866752;179;22/5/2020
12979945;179;17/5/2020
13109140;179;27/6/2020
12923313;179;12/5/2020
12929196;179;27/4/2020
12825447;179;12/4/2020
13011421;179;27/5/2020
13085945;179;27/6/2020
12700488;179;12/5/2020
12853967;179;22/2/2020
12788128;179;27/2/2020
12930452;179;7/6/2020
12975685;179;7/6/2020
12705115;179;27/2/2020
12955494;179;7/6/2020
12922762;179;7/3/2020
12752730;179;27/5/2020
12446067;179;27/3/2020
12900035;179;7/4/2020
12758613;179;2/5/2020
12901996;179;27/4/2020
12986379;179;22/5/2020
13057840;179;7/5/2020
12443401;179;22/2/2020
12971212;179;22/5/2020
12722313;179;7/5/2020
12705820;179;7/3/2020
12892896;179;22/3/2020
12966318;179;27/6/2020
12742237;179;27/6/2020
12763554;179;27/6/2020
12765515;179;27/3/2020
12857735;179;2/5/2020
13033318;179;27/5/2020
12934220;179;2/6/2020
12782162;179;27/2/2020
13165061;179;27/6/2020
13079760;179;27/6/2020
12980662;179;27/5/2020
13013394;179;27/6/2020
12788045;179;27/2/2020
13055186;179;7/5/2020
13069885;179;7/6/2020
12851852;179;27/5/2020
12972551;179;7/6/2020
12953616;179;22/6/2020
12977996;179;12/4/2020
13044362;179;7/6/2020
12714777;179;22/2/2020
12987801;179;27/5/2020
13122103;179;7/6/2020
12971295;179;7/5/2020
12960518;179;7/5/2020
12927786;179;7/5/2020
12767630;179;2/3/2020
12774532;179;22/5/2020
12818225;179;2/4/2020
13010728;179;27/4/2020
12746029;179;27/3/2020
12824108;179;27/4/2020
12699854;179;22/5/2020
12707698;179;27/2/2020
12705737;179;2/4/2020
12716655;179;7/3/2020
12878233;179;7/6/2020
12857818;179;7/4/2020
12837598;179;27/5/2020
12962562;179;27/3/2020
12912418;179;2/5/2020
13019194;179;22/5/2020
12755230;179;12/4/2020
12828498;179;22/4/2020
13068546;179;7/5/2020
13059730;179;27/6/2020
13002968;179;17/5/2020
12764881;179;2/5/2020
12442672;179;2/3/2020
12959345;179;12/5/2020
12814457;179;2/5/2020
12784745;179;27/2/2020
13062947;179;7/6/2020
13100022;179;2/6/2020
12827242;179;27/6/2020
12864252;179;27/2/2020
12909485;179;7/3/2020
12878316;179;22/4/2020
12954801;179;27/4/2020
12763542;179;22/6/2020
13077728;179;2/6/2020
12717123;179;7/3/2020
13131695;179;27/6/2020
13017950;179;22/6/2020
13122879;179;22/6/2020
12733125;179;7/3/2020
12754442;179;17/6/2020
12748245;179;22/3/2020
13025794;179;27/6/2020
12805374;179;27/6/2020
13077177;179;7/6/2020
12740264;179;7/6/2020
12882789;179;27/3/2020
13064369;179;7/6/2020
12831632;179;7/3/2020
12906351;179;22/4/2020
13070519;179;27/4/2020
12849352;179;2/3/2020
12924735;179;2/5/2020
12881533;179;12/3/2020
12883340;179;22/4/2020
12918935;179;7/5/2020
12756557;179;27/2/2020
12764715;179;27/2/2020
12889223;179;22/4/2020
12891184;179;22/5/2020
12897067;179;27/6/2020
12905225;179;27/4/2020
12742847;179;22/6/2020
13063113;179;7/4/2020
12845667;179;12/6/2020
13023045;179;12/6/2020
12726140;179;27/6/2020
12446055;179;7/3/2020
12936193;179;7/6/2020
12829825;179;2/5/2020
12778158;179;27/4/2020
12916269;179;27/4/2020
12967118;179;27/3/2020
13051501;179;17/6/2020
13016694;179;27/6/2020
13030735;179;2/6/2020
12826608;179;2/4/2020
12879655;179;27/5/2020
12866142;179;22/6/2020
12963901;179;27/3/2020
12780189;179;27/4/2020
12898323;179;27/5/2020
12775776;179;2/6/2020
13082977;179;27/4/2020
12874958;179;7/4/2020
12732574;179;7/5/2020
12958018;179;12/5/2020
12751930;179;27/5/2020
12958652;179;27/2/2020
12882167;179;22/4/2020
13157750;179;27/6/2020
12703130;179;2/4/2020
13067017;179;27/5/2020
12915350;179;27/5/2020
13000935;179;27/5/2020
12872125;179;12/5/2020
12772476;179;27/4/2020
12970134;179;27/4/2020
12727764;179;27/3/2020
12695991;179;2/4/2020
12838842;179;27/6/2020
13040268;179;27/5/2020
12796559;179;27/3/2020
12892523;179;27/6/2020
12802442;179;27/6/2020
13125118;179;2/6/2020
13054984;179;7/5/2020
13037051;179;12/4/2020
12985484;179;27/3/2020
12736159;179;2/3/2020
12812484;179;12/6/2020
12934018;179;2/4/2020
13001486;179;7/4/2020
12868440;179;12/5/2020
12746906;179;2/4/2020
12755064;179;2/6/2020
12949001;179;2/5/2020
12718196;179;2/4/2020
12825269;179;7/4/2020
13000852;179;7/6/2020
12762825;179;27/5/2020
12874590;179;27/2/2020
12780006;179;2/6/2020
13034035;179;27/3/2020
12879033;179;27/2/2020
13070151;179;27/5/2020
12710115;179;2/3/2020
13075299;179;2/6/2020
13042667;179;27/3/2020
12931435;179;2/6/2020
12825974;179;2/6/2020
13064552;179;27/5/2020
12692857;179;22/2/2020
12705642;179;7/3/2020
13069600;179;7/6/2020
13056862;179;2/4/2020
12883506;179;27/6/2020
12715867;179;12/4/2020
13117701;179;22/4/2020
12831869;179;27/4/2020
12798235;179;22/4/2020
12705020;179;7/3/2020
12875580;179;2/4/2020
12929208;179;27/5/2020
12879021;179;27/5/2020
12810268;179;27/5/2020
12969547;179;27/4/2020
12740969;179;7/3/2020
12824730;179;27/2/2020
12898945;179;22/6/2020
12911245;179;22/2/2020
12838771;179;2/4/2020
12766054;179;27/6/2020
12728184;179;27/5/2020
12744186;179;7/4/2020
12942414;179;27/5/2020
12787879;179;2/6/2020
12968291;179;2/5/2020
13132951;179;7/6/2020
12965074;179;2/5/2020
13068558;179;27/6/2020
12914930;179;27/3/2020
12762837;179;27/4/2020
13049623;179;22/6/2020
12922774;179;7/5/2020
13091923;179;2/6/2020
13022423;179;27/5/2020
12816335;179;2/5/2020
12915013;179;12/4/2020
12690120;179;22/4/2020
12740886;179;12/3/2020
12696003;179;12/4/2020
12807252;179;22/6/2020
13055974;179;7/5/2020
12857747;179;27/6/2020
12990864;179;2/3/2020
13059191;179;7/6/2020
12692786;179;7/3/2020
12965157;179;27/3/2020
12859003;179;22/5/2020
12875663;179;22/4/2020
12731318;179;22/2/2020
12980040;179;27/6/2020
12985923;179;7/4/2020
13098274;179;7/6/2020
12824647;179;27/6/2020
13124218;179;27/6/2020
12784111;179;22/2/2020
12999259;179;22/6/2020
13095057;179;2/6/2020
12843031;179;27/3/2020
12933313;179;27/6/2020
13023057;179;27/4/2020
12722586;179;17/3/2020
12728469;179;27/3/2020
12966496;179;22/5/2020
13054279;179;7/5/2020
12730430;179;27/2/2020
12850945;179;2/3/2020
12820879;179;27/3/2020
13090128;179;7/6/2020
13007790;179;27/5/2020
13125823;179;27/5/2020
13092089;179;22/5/2020
12710737;179;27/4/2020
12932762;179;27/6/2020
12784479;179;27/4/2020
12776902;179;22/6/2020
12701637;179;27/5/2020
12803698;179;27/2/2020
12962728;179;27/5/2020
12873334;179;7/5/2020
12814445;179;27/4/2020
12903347;179;2/4/2020
13077811;179;22/5/2020
12938995;179;2/5/2020
12717562;179;27/4/2020
12715601;179;27/4/2020
12794047;179;2/6/2020
12880994;179;7/4/2020
12819386;179;27/4/2020
12799930;179;12/5/2020
12748784;179;27/5/2020
12818130;179;12/6/2020
12893779;179;27/5/2020
12781262;179;22/4/2020
13010894;179;27/4/2020
12763530;179;7/3/2020
13114845;179;27/6/2020
13166412;179;27/6/2020
12851028;179;2/4/2020
13026428;179;27/4/2020
12975863;179;2/4/2020
12807537;179;22/6/2020
12443579;179;12/3/2020
12707603;179;2/4/2020
12993245;179;7/5/2020
12771220;179;12/3/2020
13120023;179;27/5/2020
12765337;179;27/4/2020
12836798;179;17/3/2020
13100822;179;27/6/2020
12767298;179;27/5/2020
13020545;179;27/4/2020
12768003;179;12/4/2020
12878328;179;7/5/2020
12882250;179;27/4/2020
12969713;179;2/5/2020
13013406;179;2/6/2020
13017328;179;7/6/2020
13056157;179;7/6/2020
12776819;179;2/4/2020
12769881;179;27/4/2020
13064013;179;22/6/2020
12890645;179;7/4/2020
12975946;179;12/5/2020
12790279;179;27/2/2020
12756545;179;27/3/2020
12841846;179;27/4/2020
12924379;179;27/6/2020
13000864;179;27/3/2020
12896528;179;27/6/2020
12444213;179;7/3/2020
13051228;179;2/5/2020
12878411;179;7/4/2020
12972729;179;7/5/2020
12892452;179;22/6/2020
12963913;179;7/6/2020
12914728;179;2/6/2020
12446328;179;27/2/2020
12939546;179;2/3/2020
12870330;179;2/4/2020
13012162;179;22/5/2020
13083623;179;22/5/2020
12960696;179;27/6/2020
12879116;179;27/6/2020
12933947;179;7/5/2020
12767215;179;27/2/2020
12905895;179;2/6/2020
12730347;179;2/3/2020
12790196;179;2/4/2020
12704303;179;22/4/2020
13125740;179;27/5/2020
13033964;179;2/6/2020
12879667;179;2/5/2020
12910368;179;27/4/2020
13054362;179;27/5/2020
12787530;179;7/5/2020
13056323;179;2/6/2020
13024396;179;27/6/2020
13069529;179;7/4/2020
13071490;179;7/5/2020
12783762;179;2/4/2020
13066596;179;27/6/2020
13119389;179;7/6/2020
13080560;179;22/4/2020
12829730;179;27/6/2020
13027062;179;7/6/2020
13146138;179;22/6/2020
13000313;179;27/5/2020
12696613;179;7/6/2020
13022601;179;22/6/2020
12958196;179;7/4/2020
12962118;179;7/6/2020
12846567;179;7/4/2020
12991379;179;17/5/2020
12802430;179;27/3/2020
12994596;179;27/6/2020
12756462;179;12/4/2020
13004668;179;2/5/2020
12786896;179;7/5/2020
12930345;179;2/5/2020
13151962;179;27/6/2020
12886184;179;12/5/2020
12446855;179;27/2/2020
12822040;179;22/6/2020
12968469;179;27/4/2020
12841680;179;2/4/2020
12763364;179;27/2/2020
13075394;179;22/6/2020
